0023
002A
0030
0031
0032
0033
0034
0035
0036
0037
0038
0039
261D
26D3
26F9
270A
270B
270C
270D
2764
1F1E6
1F1E7
1F1E8
1F1E9
1F1EA
1F1EB
1F1EC
1F1ED
1F1EE
1F1EF
1F1F0
1F1F1
1F1F2
1F1F3
1F1F4
1F1F5
1F1F6
1F1F7
1F1F8
1F1F9
1F1FA
1F1FB
1F1FC
1F1FD
1F1FE
1F1FF
1F344
1F34B
1F385
1F3C2
1F3C3
1F3C4
1F3C7
1F3CA
1F3CB
1F3CC
1F3F3
1F3F4
1F408
1F415
1F426
1F43B
1F441
1F442
1F443
1F446
1F447
1F448
1F449
1F44A
1F44B
1F44C
1F44D
1F44E
1F44F
1F450
1F466
1F467
1F468
1F469
1F46B
1F46C
1F46D
1F46E
1F46F
1F470
1F471
1F472
1F473
1F474
1F475
1F476
1F477
1F478
1F47C
1F481
1F482
1F483
1F485
1F486
1F487
1F48F
1F491
1F4AA
1F574
1F575
1F57A
1F590
1F595
1F596
1F62E
1F635
1F636
1F642
1F645
1F646
1F647
1F64B
1F64C
1F64D
1F64E
1F64F
1F6A3
1F6B4
1F6B5
1F6B6
1F6C0
1F6CC
1F90C
1F90F
1F918
1F919
1F91A
1F91B
1F91C
1F91D
1F91E
1F91F
1F926
1F930
1F931
1F932
1F933
1F934
1F935
1F936
1F937
1F938
1F939
1F93C
1F93D
1F93E
1F977
1F9B5
1F9B6
1F9B8
1F9B9
1F9BB
1F9CD
1F9CE
1F9CF
1F9D1
1F9D2
1F9D3
1F9D4
1F9D5
1F9D6
1F9D7
1F9D8
1F9D9
1F9DA
1F9DB
1F9DC
1F9DD
1F9DE
1F9DF
1FAC3
1FAC4
1FAC5
1FAF0
1FAF1
1FAF2
1FAF3
1FAF4
1FAF5
1FAF6
1FAF7
1FAF8
