# Unicode UTS#39 confusables.txt 17.0.0, folded to Arabic, plus disarm cross-script additions (#336). Generated by scripts/gen_confusables.py - see docs/provenance.md.
1EE12	\u{0642}
1EE13	\u{0631}
1EE14	\u{0633}
1EE15	\u{062A}
1EE16	\u{0649}
1EE17	\u{062E}
1EE18	\u{0630}
1EE19	\u{0636}
1EE1A	\u{0638}
1EE1B	\u{063A}
1EE1C	\u{0649}
1EE1D	\u{0649}
1EE1E	\u{06A1}
1EE1F	\u{06A1}
1EE21	\u{0628}
1EE22	\u{062C}
1EE24	\u{0647}
1EE27	\u{062D}
1EE29	\u{0649}
1EE2A	\u{0643}
1EE2B	\u{0644}
1EE2C	\u{0645}
1EE2D	\u{0646}
1EE2E	\u{0633}
1EE2F	\u{0639}
1EE30	\u{0641}
1EE31	\u{0635}
1EE32	\u{0642}
1EE34	\u{0633}
1EE35	\u{062A}
1EE36	\u{0649}
1EE37	\u{062E}
1EE39	\u{0636}
1EE3B	\u{063A}
1EE42	\u{062C}
1EE47	\u{062D}
1EE49	\u{0649}
1EE4B	\u{0644}
1EE4D	\u{0646}
1EE4E	\u{0633}
1EE4F	\u{0639}
1EE51	\u{0635}
1EE52	\u{0642}
1EE54	\u{0633}
1EE57	\u{062E}
1EE59	\u{0636}
1EE5B	\u{063A}
1EE5D	\u{0649}
1EE5F	\u{06A1}
1EE61	\u{0628}
1EE62	\u{062C}
1EE64	\u{0647}
1EE67	\u{062D}
1EE68	\u{0637}
1EE69	\u{0649}
1EE6A	\u{0643}
1EE6C	\u{0645}
1EE6D	\u{0646}
1EE6E	\u{0633}
1EE6F	\u{0639}
1EE70	\u{0641}
1EE71	\u{0635}
1EE72	\u{0642}
1EE74	\u{0633}
1EE75	\u{062A}
1EE76	\u{0649}
1EE77	\u{062E}
1EE79	\u{0636}
1EE7A	\u{0638}
1EE7B	\u{063A}
1EE7C	\u{0649}
1EE7E	\u{06A1}
1EE80	\u{0627}
1EE81	\u{0628}
1EE82	\u{062C}
1EE83	\u{062F}
1EE84	\u{0647}
