# UAX #9 strong bidi direction (start	end	class, inclusive, hex).
#
# `L` = Bidi_Class L. `R` = Bidi_Class R or AL. Everything else is absent:
# EN/AN digits, whitespace, the neutrals and the explicit formatting controls
# have no strong direction of their own, which is what `strong_dir` returns for
# a code point this table does not cover.
#
# `strong_dir` previously resolved direction from a five-name script list, so
# 1,786 of 3,018 assigned R/AL code points were bidi-neutral to disarm while
# reordering normally on screen (#773).
#
# Unicode 17.0.0, generated by CPython 3.15.0a1.
# Regenerate: uv run --python 3.15 python scripts/gen_bidi_ranges.py
11580	115B1	L
115B8	115BB	L
115BE	115BE	L
115C1	115DB	L
11600	11632	L
1163B	1163C	L
1163E	1163E	L
11641	11644	L
11650	11659	L
11680	116AA	L
116AC	116AC	L
116AE	116AF	L
116B6	116B6	L
116B8	116B9	L
116C0	116C9	L
116D0	116E3	L
11700	1171A	L
1171E	1171E	L
11720	11721	L
11726	11726	L
11730	11746	L
11800	1182E	L
11838	11838	L
1183B	1183B	L
118A0	118F2	L
118FF	11906	L
11909	11909	L
1190C	11913	L
11915	11916	L
11918	11935	L
11937	11938	L
1193D	1193D	L
1193F	11942	L
11944	11946	L
11950	11959	L
119A0	119A7	L
119AA	119D3	L
119DC	119DF	L
119E1	119E4	L
11A00	11A00	L
11A07	11A08	L
11A0B	11A32	L
11A39	11A3A	L
11A3F	11A46	L
11A50	11A50	L
11A57	11A58	L
11A5C	11A89	L
11A97	11A97	L
11A9A	11AA2	L
11AB0	11AF8	L
11B00	11B09	L
11B61	11B61	L
11B65	11B65	L
11B67	11B67	L
11BC0	11BE1	L
11BF0	11BF9	L
11C00	11C08	L
11C0A	11C2F	L
11C3E	11C45	L
11C50	11C6C	L
11C70	11C8F	L
11CA9	11CA9	L
11CB1	11CB1	L
11CB4	11CB4	L
11D00	11D06	L
11D08	11D09	L
11D0B	11D30	L
11D46	11D46	L
11D50	11D59	L
11D60	11D65	L
11D67	11D68	L
11D6A	11D8E	L
11D93	11D94	L
11D96	11D96	L
11D98	11D98	L
11DA0	11DA9	L
11DB0	11DDB	L
11DE0	11DE9	L
11EE0	11EF2	L
11EF5	11EF8	L
11F02	11F10	L
11F12	11F35	L
11F3E	11F3F	L
11F41	11F41	L
11F43	11F59	L
11FB0	11FB0	L
11FC0	11FD4	L
11FFF	12399	L
12400	1246E	L
12470	12474	L
12480	12543	L
12F90	12FF2	L
13000	1343F	L
13441	13446	L
13460	143FA	L
14400	14646	L
16100	1611D	L
1612A	1612C	L
16130	16139	L
16800	16A38	L
16A40	16A5E	L
16A60	16A69	L
16A6E	16ABE	L
16AC0	16AC9	L
16AD0	16AED	L
16AF5	16AF5	L
16B00	16B2F	L
16B37	16B45	L
16B50	16B59	L
16B5B	16B61	L
16B63	16B77	L
16B7D	16B8F	L
16D40	16D79	L
16E40	16E9A	L
16EA0	16EB8	L
16EBB	16ED3	L
16F00	16F4A	L
16F50	16F87	L
16F93	16F9F	L
16FE0	16FE1	L
16FE3	16FE3	L
16FF0	16FF6	L
17000	18CD5	L
18CFF	18D1E	L
18D80	18DF2	L
1AFF0	1AFF3	L
1AFF5	1AFFB	L
1AFFD	1AFFE	L
1B000	1B122	L
1B132	1B132	L
1B150	1B152	L
1B155	1B155	L
1B164	1B167	L
1B170	1B2FB	L
1BC00	1BC6A	L
1BC70	1BC7C	L
1BC80	1BC88	L
1BC90	1BC99	L
1BC9C	1BC9C	L
1BC9F	1BC9F	L
1CCD6	1CCEF	L
1CF50	1CFC3	L
1D000	1D0F5	L
1D100	1D126	L
1D129	1D166	L
1D16A	1D172	L
1D183	1D184	L
1D18C	1D1A9	L
1D1AE	1D1E8	L
1D2C0	1D2D3	L
1D2E0	1D2F3	L
1D360	1D378	L
1D400	1D454	L
1D456	1D49C	L
1D49E	1D49F	L
1D4A2	1D4A2	L
1D4A5	1D4A6	L
1D4A9	1D4AC	L
1D4AE	1D4B9	L
1D4BB	1D4BB	L
1D4BD	1D4C3	L
1D4C5	1D505	L
1D507	1D50A	L
1D50D	1D514	L
1D516	1D51C	L
1D51E	1D539	L
1D53B	1D53E	L
1D540	1D544	L
1D546	1D546	L
1D54A	1D550	L
1D552	1D6A5	L
